"Step","meta_fed_r50_iid_20pct - test/micro_f1","meta_fed_r50_iid_20pct - test/micro_f1__MIN","meta_fed_r50_iid_20pct - test/micro_f1__MAX"
"1","0.03222589571279692","0.03222589571279692","0.03222589571279692"
"2","0.02971933733424372","0.02971933733424372","0.02971933733424372"
"3","0.030608761275020664","0.030608761275020664","0.030608761275020664"
"4","0.03988931613181442","0.03988931613181442","0.03988931613181442"
"5","0.030968124483415387","0.030968124483415387","0.030968124483415387"
"6","0.03125561505013117","0.03125561505013117","0.03125561505013117"
"7","0.02966543285298451","0.02966543285298451","0.02966543285298451"
"8","0.040590074388184134","0.040590074388184134","0.040590074388184134"
"9","0.043321234771984046","0.043321234771984046","0.043321234771984046"
"10","0.043024760125058396","0.043024760125058396","0.043024760125058396"
"11","0.036089050203040214","0.036089050203040214","0.036089050203040214"
"12","0.033591475904696876","0.033591475904696876","0.033591475904696876"
"13","0.053500197649764616","0.053500197649764616","0.053500197649764616"
"14","0.040509217666295325","0.040509217666295325","0.040509217666295325"
"15","0.041946670499874224","0.041946670499874224","0.041946670499874224"
"16","0.05199985625471664","0.05199985625471664","0.05199985625471664"
"17","0.04395012038667481","0.04395012038667481","0.04395012038667481"
"18","0.058387537283932874","0.058387537283932874","0.058387537283932874"
"19","0.051164336795198904","0.051164336795198904","0.051164336795198904"
"20","0.04864879433643583","0.04864879433643583","0.04864879433643583"
"21","0.053500197649764616","0.053500197649764616","0.053500197649764616"
"22","0.046097315556833295","0.046097315556833295","0.046097315556833295"
"23","0.05535990225320732","0.05535990225320732","0.05535990225320732"
"24","0.0706058863693535","0.0706058863693535","0.0706058863693535"
"25","0.06926725841808316","0.06926725841808316","0.06926725841808316"
"26","0.08110827613468934","0.08110827613468934","0.08110827613468934"
"27","0.0759873504150645","0.0759873504150645","0.0759873504150645"
"28","0.09890573903043806","0.09890573903043806","0.09890573903043806"
"29","0.09587810399971251","0.09587810399971251","0.09587810399971251"
"30","0.08344413698925504","0.08344413698925504","0.08344413698925504"
"31","0.06052574837388148","0.06052574837388148","0.06052574837388148"
"32","0.09443166708592374","0.09443166708592374","0.09443166708592374"
"33","0.10997412584899557","0.10997412584899557","0.10997412584899557"
"34","0.09835771013763611","0.09835771013763611","0.09835771013763611"
"35","0.13202105868401193","0.13202105868401193","0.13202105868401193"
"36","0.07334603083336327","0.07334603083336327","0.07334603083336327"
"37","0.1548496064972868","0.1548496064972868","0.1548496064972868"
"38","0.12154562115930571","0.12154562115930571","0.12154562115930571"
"39","0.10515865885650627","0.10515865885650627","0.10515865885650627"
"40","0.1330182915873073","0.1330182915873073","0.1330182915873073"
"41","0.16798433176411398","0.16798433176411398","0.16798433176411398"
"42","0.09186222014590147","0.09186222014590147","0.09186222014590147"
"43","0.1520914938728573","0.1520914938728573","0.1520914938728573"
"44","0.13217378804757968","0.13217378804757968","0.13217378804757968"
"45","0.13936105221547418","0.13936105221547418","0.13936105221547418"
"46","0.2411237287526503","0.2411237287526503","0.2411237287526503"
"47","0.18083156646422538","0.18083156646422538","0.18083156646422538"
"48","0.15075286592158696","0.15075286592158696","0.15075286592158696"
"49","0.18007690372659646","0.18007690372659646","0.18007690372659646"
"50","0.18012182412764582","0.18012182412764582","0.18012182412764582"
"51","0.1926905523412513","0.1926905523412513","0.1926905523412513"
"52","0.22296690264850685","0.22296690264850685","0.22296690264850685"
"53","0.23119632012074603","0.23119632012074603","0.23119632012074603"
"54","0.15579293491932297","0.15579293491932297","0.15579293491932297"
"55","0.1704549538218277","0.1704549538218277","0.1704549538218277"
"56","0.20231250224602004","0.20231250224602004","0.20231250224602004"
"57","0.174659503360046","0.174659503360046","0.174659503360046"
"58","0.21496208718151436","0.21496208718151436","0.21496208718151436"
"59","0.22022675818449708","0.22022675818449708","0.22022675818449708"
"60","0.22575196751356597","0.22575196751356597","0.22575196751356597"
"61","0.2703040212743019","0.2703040212743019","0.2703040212743019"
"62","0.27976425773529306","0.27976425773529306","0.27976425773529306"
"63","0.2953336687389945","0.2953336687389945","0.2953336687389945"
"64","0.23922808782836813","0.23922808782836813","0.23922808782836813"
"65","0.22211341502856938","0.22211341502856938","0.22211341502856938"
"66","0.2908865490351098","0.2908865490351098","0.2908865490351098"
"67","0.21234771984044273","0.21234771984044273","0.21234771984044273"
"68","0.2933661551730334","0.2933661551730334","0.2933661551730334"
"69","0.2274050382721817","0.2274050382721817","0.2274050382721817"
"70","0.29481259208682215","0.29481259208682215","0.29481259208682215"
"71","0.20625651345815216","0.20625651345815216","0.20625651345815216"
"72","0.3231933014697955","0.3231933014697955","0.3231933014697955"
"73","0.32028245948179823","0.32028245948179823","0.32028245948179823"
"74","0.2677255902540698","0.2677255902540698","0.2677255902540698"
"75","0.2857476551550652","0.2857476551550652","0.2857476551550652"
"76","0.3083246487224638","0.3083246487224638","0.3083246487224638"
"77","0.32735293060696447","0.32735293060696447","0.32735293060696447"
"78","0.33242893592553996","0.33242893592553996","0.33242893592553996"
"79","0.29291695116253996","0.29291695116253996","0.29291695116253996"
"80","0.3165810184353326","0.3165810184353326","0.3165810184353326"
"81","0.3569914112193194","0.3569914112193194","0.3569914112193194"
"82","0.33603155208969704","0.33603155208969704","0.33603155208969704"
"83","0.3720307614906386","0.3720307614906386","0.3720307614906386"
"84","0.3453749955079599","0.3453749955079599","0.3453749955079599"
"85","0.34797139468861177","0.34797139468861177","0.34797139468861177"
"86","0.3874025227297229","0.3874025227297229","0.3874025227297229"
"87","0.287670248319977","0.287670248319977","0.287670248319977"
"88","0.3590667337477989","0.3590667337477989","0.3590667337477989"
"89","0.4195385776404212","0.4195385776404212","0.4195385776404212"
"90","0.40410392783986776","0.40410392783986776","0.40410392783986776"
"91","0.33566320480109246","0.33566320480109246","0.33566320480109246"
"92","0.4298433176411399","0.4298433176411399","0.4298433176411399"
"93","0.42149710712617244","0.42149710712617244","0.42149710712617244"
"94","0.44642792970855644","0.44642792970855644","0.44642792970855644"
"95","0.4393125381823409","0.4393125381823409","0.4393125381823409"
"96","0.42176662953246846","0.42176662953246846","0.42176662953246846"
"97","0.44533187192295254","0.44533187192295254","0.44533187192295254"
"98","0.46351565026772557","0.46351565026772557","0.46351565026772557"
"99","0.4259442268300571","0.4259442268300571","0.4259442268300571"
"100","0.45504366262981993","0.45504366262981993","0.45504366262981993"
